Station:;Datum;Behandling;Ruta;Art;Species;Fältkommentar;Slåtter
Gustafs;20170710;Ytskrapning;5;Gråbo;Artemisia vulgaris;;Ej slåtter
Gustafs;20170710;Ytskrapning;5;Stormåra;Gallium mollugo;;Ej slåtter
Gustafs;20170710;Ytskrapning;5;Tall;Pinus sylvestris;;Ej slåtter
Gustafs;20170710;Ytskrapning;5;Kråkvicker;Vicia cracca;;Ej slåtter
Gustafs;20170710;Ytskrapning;5;Åkervädd;Knautia arvensis;;Ej slåtter
Gustafs;20170710;Ytskrapning;5;Flockfibbla;Hieracium umbellatum;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Vårtbjörk;Betula pendula;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Smällglim;Silene vulgaris;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Åkertistel;Cirsium arvense;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Liten blåklocka;Campanula rotundifolia;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Sandtravärenfana;#N/A;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Stormåra;Gallium mollugo;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Rödklöver;Trifolium pratense;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Åkerfräken;Equisetum arvense;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Kråkvicker;Vicia cracca;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Grässtjärnblomma;Stellaria graminea;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Maskros;Taraxacum;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Röllika;Achillea millefolium;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Ängsklocka;Campanula patula;;Ej slåtter
Gustafs;20170710;Ytskrapning;6;Åkervädd;Knautia arvensis;;Ej slåtter
Kopparberg;20160817;Ytskrapning;1;Backskärvfrö;Noccaea caerulescens;;
Kopparberg;20160817;Ytskrapning;1;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;1;Blåeld;Echium vulgare;;
Kopparberg;20160817;Ytskrapning;1;Kanadensiskt gullris;Solidago canadensis;;
Kopparberg;20160817;Ytskrapning;1;Kråkvicker;Vicia cracca;;
Kopparberg;20160817;Ytskrapning;1;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;1;Maskros;Taraxacum;;
Kopparberg;20160817;Ytskrapning;1;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;1;Smällglim;Silene vulgaris;;
Kopparberg;20160817;Ytskrapning;1;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;1;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;1;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;1;Åkervädd;Knautia arvensis;;
Kopparberg;20160817;Ytskrapning;1;Ängsklocka;Campanula patula;;
Kopparberg;20160817;Ytskrapning;2;Agrostis sp.;Agrostis sp.;;
Kopparberg;20160817;Ytskrapning;2;Backskärvfrö;Noccaea caerulescens;;
Kopparberg;20160817;Ytskrapning;2;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;2;Hundäxing;Dactylis glomerata;;
Kopparberg;20160817;Ytskrapning;2;Kanadensiskt gullris;Solidago canadensis;;
Kopparberg;20160817;Ytskrapning;2;Kråkvicker;Vicia cracca;;
Kopparberg;20160817;Ytskrapning;2;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;2;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;2;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;2;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;2;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;2;Åkervädd;Knautia arvensis;;
Kopparberg;20160817;Ytskrapning;2;Ängsklocka;Campanula patula;;
Kopparberg;20160817;Ytskrapning;3;Backskärvfrö;Noccaea caerulescens;;
Kopparberg;20160817;Ytskrapning;3;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;3;Björk sp.;Björk sp.;liten groddplanta;
Kopparberg;20160817;Ytskrapning;3;Grässtjärnblomma;Stellaria graminea;;
Kopparberg;20160817;Ytskrapning;3;Kråkvicker;Vicia cracca;;
Kopparberg;20160817;Ytskrapning;3;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;3;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;3;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;3;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;3;Trifolium sp.;Trifolium sp.;alsikeklöver hittad i området;
Kopparberg;20160817;Ytskrapning;3;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;3;Åkervädd;Knautia arvensis;;
Kopparberg;20160817;Ytskrapning;3;Ängsfryle;Luzula multiflora;;
Kopparberg;20160817;Ytskrapning;3;Ängsklocka;Campanula patula;;
Kopparberg;20160817;Ytskrapning;4;Agrostis sp.;Agrostis sp.;;
Kopparberg;20160817;Ytskrapning;4;Backskärvfrö;Noccaea caerulescens;;
Kopparberg;20160817;Ytskrapning;4;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;4;Björk sp.;Björk sp.;liten groddplanta;
Kopparberg;20160817;Ytskrapning;4;Hieracium sp.;Hieracium sp.;;
Kopparberg;20160817;Ytskrapning;4;Kanadensiskt gullris;Solidago canadensis;;
Kopparberg;20160817;Ytskrapning;4;Kråkvicker;Vicia cracca;;
Kopparberg;20160817;Ytskrapning;4;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;4;Maskros;Taraxacum;;
Kopparberg;20160817;Ytskrapning;4;Oenothera sp.;Oenothera sp.;bladrosett;
Kopparberg;20160817;Ytskrapning;4;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;4;Salix sp.;Salix sp.;;
Kopparberg;20160817;Ytskrapning;4;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;4;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;4;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;4;Ängsfryle;Luzula multiflora;;
Kopparberg;20160817;Ytskrapning;5;Agrostis sp.;Agrostis sp.;;
Kopparberg;20160817;Ytskrapning;5;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;5;Hönsarv;Cerastium fontanum;;
Kopparberg;20160817;Ytskrapning;5;Krypnarv;Sagina procumbens;;
Kopparberg;20160817;Ytskrapning;5;Kråkvicker;Vicia cracca;;
Kopparberg;20160817;Ytskrapning;5;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;5;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;5;Salix sp.;Salix sp.;;
Kopparberg;20160817;Ytskrapning;5;Smällglim;Silene vulgaris;;
Kopparberg;20160817;Ytskrapning;5;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;5;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;5;Vanlig femfingerört;Potentilla argentea var. argentea;;
Kopparberg;20160817;Ytskrapning;5;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;5;Åkervädd;Knautia arvensis;;
Kopparberg;20160817;Ytskrapning;5;Ängsfryle;Luzula multiflora;;
Kopparberg;20160817;Ytskrapning;5;Ängsklocka;Campanula patula;;
Kopparberg;20160817;Ytskrapning;5;Ängssyra;Rumex acetosa;;
Kopparberg;20160817;Ytskrapning;6;Agrostis sp.;Agrostis sp.;;
Kopparberg;20160817;Ytskrapning;6;Backskärvfrö;Noccaea caerulescens;;
Kopparberg;20160817;Ytskrapning;6;Bergsyra;Rumex acetosella;;
Kopparberg;20160817;Ytskrapning;6;Björk sp.;Björk sp.;liten groddplanta;
Kopparberg;20160817;Ytskrapning;6;Hieracium sp.;Hieracium sp.;;
Kopparberg;20160817;Ytskrapning;6;Hönsarv;Cerastium fontanum;;
Kopparberg;20160817;Ytskrapning;6;Kanadensiskt gullris;Solidago canadensis;;
Kopparberg;20160817;Ytskrapning;6;Kvickrot;Elytrigia repens;;
Kopparberg;20160817;Ytskrapning;6;Röllika;Achillea millefolium;;
Kopparberg;20160817;Ytskrapning;6;Salix sp.;Salix sp.;;
Kopparberg;20160817;Ytskrapning;6;Smällglim;Silene vulgaris;;
Kopparberg;20160817;Ytskrapning;6;Spirea sp.;Spirea sp.;;
Kopparberg;20160817;Ytskrapning;6;Stormåra;Gallium mollugo;;
Kopparberg;20160817;Ytskrapning;6;Storven;Agrostis gigantea;;
Kopparberg;20160817;Ytskrapning;6;Vanlig femfingerört;Potentilla argentea var. argentea;;
Kopparberg;20160817;Ytskrapning;6;Åkerfräken;Equisetum arvense;;
Kopparberg;20160817;Ytskrapning;6;Åkervädd;Knautia arvensis;;
Kopparberg;20160817;Ytskrapning;6;Ängsklocka;Campanula patula;;
Krampen;20160815;Ytskrapning;1;Asp;Populus tremula;;
Krampen;20160815;Ytskrapning;1;Berggröe;Poa compressa;;
Krampen;20160815;Ytskrapning;1;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;1;Carex sp.;Carex sp.;;
Krampen;20160815;Ytskrapning;1;Flockfibbla;Hieracium umbellatum;;
Krampen;20160815;Ytskrapning;1;Getväppling;Anthyllis vulneraria;;
Krampen;20160815;Ytskrapning;1;Björk sp.;Björk sp.;;
Krampen;20160815;Ytskrapning;1;Groddplanta dicotyledon;#N/A;mkt liten groddplanta;
Krampen;20160815;Ytskrapning;1;Gråbo;Artemisia vulgaris;;
Krampen;20160815;Ytskrapning;1;Harstarr;Carex leporina;;
Krampen;20160815;Ytskrapning;1;Hundäxing;Dactylis glomerata;;
Krampen;20160815;Ytskrapning;1;Knytling;Herniaria glabra;;
Krampen;20160815;Ytskrapning;1;Käringtand;Lotus corniculatus;;
Krampen;20160815;Ytskrapning;1;Liten blåklocka;Campanula rotundifolia;;
Krampen;20160815;Ytskrapning;1;Poaceae;Poaceae;Steril med inrullade gröna blad (platta);
Krampen;20160815;Ytskrapning;1;Rödklöver;Trifolium pratense;;
Krampen;20160815;Ytskrapning;1;Rödsvingel;Festuca rubra;;
Krampen;20160815;Ytskrapning;1;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;1;Salix sp.;Salix sp.;;
Krampen;20160815;Ytskrapning;1;Spirea sp.;Spirea sp.;;
Krampen;20160815;Ytskrapning;1;Stormåra;Gallium mollugo;;
Krampen;20160815;Ytskrapning;1;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;1;Strimsporre;Linaria repens;;
Krampen;20160815;Ytskrapning;1;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;1;Vanlig femfingerört;Potentilla argentea var. argentea;;
Krampen;20160815;Ytskrapning;1;Vedartad groddplanta;#N/A;Möjligen brakved;
Krampen;20160815;Ytskrapning;1;Vedartad groddplanta x;#N/A;I denna ruta fanns två olika vedartade groddplantor vilka anges som x respektive y;
Krampen;20160815;Ytskrapning;1;Vedartad groddplanta y;#N/A;I denna ruta fanns två olika vedartade groddplantor vilka anges som x respektive y;
Krampen;20160815;Ytskrapning;1;Vitklöver;Trifolium repens;;
Krampen;20160815;Ytskrapning;1;Vårfryle;Luzula pilosa;;
Krampen;20160815;Ytskrapning;1;Björk sp.;Björk sp.;;
Krampen;20160815;Ytskrapning;1;Åkerfräken;Equisetum arvense;;
Krampen;20160815;Ytskrapning;1;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;2;Berggröe;Poa compressa;;
Krampen;20160815;Ytskrapning;2;Bergsyra;Rumex acetosella;;
Krampen;20160815;Ytskrapning;2;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;2;Flockfibbla;Hieracium umbellatum;;
Krampen;20160815;Ytskrapning;2;Getväppling;Anthyllis vulneraria;;
Krampen;20160815;Ytskrapning;2;Björk sp.;Björk sp.;;
Krampen;20160815;Ytskrapning;2;Groddplanta dicotyledon;#N/A;mkt liten groddplanta;
Krampen;20160815;Ytskrapning;2;Gulsporre;Linaria vulgaris;;
Krampen;20160815;Ytskrapning;2;Harstarr;Carex leporina;;
Krampen;20160815;Ytskrapning;2;Knytling;Herniaria glabra;;
Krampen;20160815;Ytskrapning;2;Käringtand;Lotus corniculatus;;
Krampen;20160815;Ytskrapning;2;Liten blåklocka;Campanula rotundifolia;;
Krampen;20160815;Ytskrapning;2;Poa sp.;Poa sp.;Steril. Möjligen Festuca sp.;
Krampen;20160815;Ytskrapning;2;Poaceae;Poaceae;;
Krampen;20160815;Ytskrapning;2;Rödsvingel;Festuca rubra;;
Krampen;20160815;Ytskrapning;2;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;2;Salix sp.;Salix sp.;;
Krampen;20160815;Ytskrapning;2;Smultron;Fragaria vesca;;
Krampen;20160815;Ytskrapning;2;Spirea sp.;Spirea sp.;;
Krampen;20160815;Ytskrapning;2;Stormåra;Gallium mollugo;;
Krampen;20160815;Ytskrapning;2;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;2;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;2;Vanlig femfingerört;Potentilla argentea var. argentea;;
Krampen;20160815;Ytskrapning;2;Vedartad groddplanta;#N/A;;
Krampen;20160815;Ytskrapning;2;Vitklöver;Trifolium repens;;
Krampen;20160815;Ytskrapning;2;Vårfryle;Luzula pilosa;;
Krampen;20160815;Ytskrapning;2;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;2;Ängsklocka;Campanula patula;;
Krampen;20160815;Ytskrapning;3;Berggröe;Poa compressa;;
Krampen;20160815;Ytskrapning;3;Bergrör;Calamagrostis epigejos;;
Krampen;20160815;Ytskrapning;3;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;3;Flockfibbla;Hieracium umbellatum;;
Krampen;20160815;Ytskrapning;3;Getväppling;Anthyllis vulneraria;;
Krampen;20160815;Ytskrapning;3;Groddplanta dicotyledon;#N/A;fetbladig;
Krampen;20160815;Ytskrapning;3;Gråbo;Artemisia vulgaris;;
Krampen;20160815;Ytskrapning;3;Gulsporre;Linaria vulgaris;;
Krampen;20160815;Ytskrapning;3;Knytling;Herniaria glabra;;
Krampen;20160815;Ytskrapning;3;Käringtand;Lotus corniculatus;;
Krampen;20160815;Ytskrapning;3;Liten blåklocka;Campanula rotundifolia;;
Krampen;20160815;Ytskrapning;3;Poa sp.;Poa sp.;Steril, rännformiga blekgröna blad;
Krampen;20160815;Ytskrapning;3;Rödnarv;Spergularia rubra;;
Krampen;20160815;Ytskrapning;3;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;3;Salix sp.;Salix sp.;;
Krampen;20160815;Ytskrapning;3;Sandtrav;Arabidopsis arenosa;;
Krampen;20160815;Ytskrapning;3;Spirea sp.;Spirea sp.;;
Krampen;20160815;Ytskrapning;3;Stormåra;Gallium mollugo;;
Krampen;20160815;Ytskrapning;3;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;3;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;3;Vanlig femfingerört;Potentilla argentea var. argentea;;
Krampen;20160815;Ytskrapning;3;Vedartad groddplanta;#N/A;;
Krampen;20160815;Ytskrapning;3;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;4;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;4;Flockfibbla;Hieracium umbellatum;;
Krampen;20160815;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;
Krampen;20160815;Ytskrapning;4;Gråbo;Artemisia vulgaris;;
Krampen;20160815;Ytskrapning;4;Gråfibbla;Pilosella officinarum;;
Krampen;20160815;Ytskrapning;4;Gulsporre;Linaria vulgaris;;
Krampen;20160815;Ytskrapning;4;Gårdsgroblad;Plantago major subsp. major;;
Krampen;20160815;Ytskrapning;4;Harstarr;Carex leporina;;
Krampen;20160815;Ytskrapning;4;Knytling;Herniaria glabra;;
Krampen;20160815;Ytskrapning;4;Liten blåklocka;Campanula rotundifolia;;
Krampen;20160815;Ytskrapning;4;Rödklöver;Trifolium pratense;;
Krampen;20160815;Ytskrapning;4;Rödsvingel;Festuca rubra;;
Krampen;20160815;Ytskrapning;4;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;4;Salix sp.;Salix sp.;;
Krampen;20160815;Ytskrapning;4;Sandtrav;Arabidopsis arenosa;;
Krampen;20160815;Ytskrapning;4;Spirea sp.;Spirea sp.;;
Krampen;20160815;Ytskrapning;4;Stormåra;Gallium mollugo;;
Krampen;20160815;Ytskrapning;4;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;4;Strimsporre;Linaria repens;;
Krampen;20160815;Ytskrapning;4;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;4;Vanlig femfingerört;Potentilla argentea var. argentea;;
Krampen;20160815;Ytskrapning;4;Vedartad groddplanta;#N/A;;
Krampen;20160815;Ytskrapning;4;Vårfryle;Luzula pilosa;;
Krampen;20160815;Ytskrapning;4;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;5;Asp;Populus tremula;;
Krampen;20160815;Ytskrapning;5;Asp;Populus tremula;;
Krampen;20160815;Ytskrapning;5;Bergsyra;Rumex acetosella;;
Krampen;20160815;Ytskrapning;5;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;5;Getväppling;Anthyllis vulneraria;;
Krampen;20160815;Ytskrapning;5;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;5;Sandtrav;Arabidopsis arenosa;;
Krampen;20160815;Ytskrapning;5;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;5;Strimsporre;Linaria repens;;
Krampen;20160815;Ytskrapning;5;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;5;Vedartad groddplanta;#N/A;;
Krampen;20160815;Ytskrapning;5;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;5;Ängsfryle;Luzula multiflora;;
Krampen;20160815;Ytskrapning;6;Bergsyra;Rumex acetosella;;
Krampen;20160815;Ytskrapning;6;Blomsterlupin;Lupinus polyphyllus;;
Krampen;20160815;Ytskrapning;6;Flockfibbla;Hieracium umbellatum;;
Krampen;20160815;Ytskrapning;6;Gråbo;Artemisia vulgaris;;
Krampen;20160815;Ytskrapning;6;Liten blåklocka;Campanula rotundifolia;;
Krampen;20160815;Ytskrapning;6;Rödklöver;Trifolium pratense;;
Krampen;20160815;Ytskrapning;6;Rödsvingel;Festuca rubra;;
Krampen;20160815;Ytskrapning;6;Röllika;Achillea millefolium;;
Krampen;20160815;Ytskrapning;6;Sandnarv;Arenaria serpyllifolia;;
Krampen;20160815;Ytskrapning;6;Sandtrav;Arabidopsis arenosa;;
Krampen;20160815;Ytskrapning;6;Stormåra;Gallium mollugo;;
Krampen;20160815;Ytskrapning;6;Storven;Agrostis gigantea;;
Krampen;20160815;Ytskrapning;6;Strimsporre;Linaria repens;;
Krampen;20160815;Ytskrapning;6;Tall;Pinus sylvestris;;
Krampen;20160815;Ytskrapning;6;Vanlig femfingerört;Potentilla argentea var. argentea;;
Krampen;20160815;Ytskrapning;6;Äkta johannesört;Hypericum perforatum;;
Krampen;20160815;Ytskrapning;6;Ängsfryle;Luzula multiflora;;
Repbäcken;20160818;Ytskrapning;1;Berggröe;Poa compressa;;
Repbäcken;20160818;Ytskrapning;1;Finsk femfingerört;Potentilla intermedia;;
Repbäcken;20160818;Ytskrapning;1;Flockfibbla;Hieracium umbellatum;;
Repbäcken;20160818;Ytskrapning;1;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;1;Gråbo;Artemisia vulgaris;;
Repbäcken;20160818;Ytskrapning;1;Gulsporre;Linaria vulgaris;;
Repbäcken;20160818;Ytskrapning;1;Gårdsgroblad;Plantago major subsp. major;;
Repbäcken;20160818;Ytskrapning;1;Hieracium sp.;Hieracium sp.;;
Repbäcken;20160818;Ytskrapning;1;Hieracium sp.;Hieracium sp.;;
Repbäcken;20160818;Ytskrapning;1;Kanadensiskt gullris;Solidago canadensis;;
Repbäcken;20160818;Ytskrapning;1;Kråkvicker;Vicia cracca;;
Repbäcken;20160818;Ytskrapning;1;Maskros;Taraxacum;;
Repbäcken;20160818;Ytskrapning;1;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;1;Renfana;Tanacetum vulgare;;
Repbäcken;20160818;Ytskrapning;1;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;1;Rödsvingel;Festuca rubra;;
Repbäcken;20160818;Ytskrapning;1;Sandtrav;Arabidopsis arenosa;;
Repbäcken;20160818;Ytskrapning;1;Stormåra;Gallium mollugo;;
Repbäcken;20160818;Ytskrapning;1;Timotej;Phleum pratense;;
Repbäcken;20160818;Ytskrapning;1;Vildmorot;Daucus carota subsp. carota;;
Repbäcken;20160818;Ytskrapning;1;Vit sötväppling;Melilotus albus;;
Repbäcken;20160818;Ytskrapning;1;Åkerfräken;Equisetum arvense;;
Repbäcken;20160818;Ytskrapning;1;Åkervädd;Knautia arvensis;;
Repbäcken;20160818;Ytskrapning;1;Ängsklocka;Campanula patula;;
Repbäcken;20160818;Ytskrapning;2;Asteraceae;#N/A;;
Repbäcken;20160818;Ytskrapning;2;Finsk femfingerört;Potentilla intermedia;;
Repbäcken;20160818;Ytskrapning;2;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;2;Groddplanta dicotyledon;#N/A;;
Repbäcken;20160818;Ytskrapning;2;Gråbo;Artemisia vulgaris;;
Repbäcken;20160818;Ytskrapning;2;Kanadensiskt gullris;Solidago canadensis;;
Repbäcken;20160818;Ytskrapning;2;Kråkvicker;Vicia cracca;;
Repbäcken;20160818;Ytskrapning;2;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;2;Renfana;Tanacetum vulgare;;
Repbäcken;20160818;Ytskrapning;2;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;2;Röllika;Achillea millefolium;;
Repbäcken;20160818;Ytskrapning;2;Timotej;Phleum pratense;;
Repbäcken;20160818;Ytskrapning;2;Vanlig femfingerört;Potentilla argentea var. argentea;;
Repbäcken;20160818;Ytskrapning;2;Vildmorot;Daucus carota subsp. carota;;
Repbäcken;20160818;Ytskrapning;2;Åkerfräken;Equisetum arvense;;
Repbäcken;20160818;Ytskrapning;2;Åkervädd;Knautia arvensis;;
Repbäcken;20160818;Ytskrapning;3;Berggröe;Poa compressa;;
Repbäcken;20160818;Ytskrapning;3;Finsk femfingerört;Potentilla intermedia;;
Repbäcken;20160818;Ytskrapning;3;Flockfibbla;Hieracium umbellatum;;
Repbäcken;20160818;Ytskrapning;3;Foderlosta;Bromopsis inermis;;
Repbäcken;20160818;Ytskrapning;3;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;3;Getväppling;Anthyllis vulneraria;;
Repbäcken;20160818;Ytskrapning;3;Groddplanta dicotyledon;#N/A;;
Repbäcken;20160818;Ytskrapning;3;Gråbo;Artemisia vulgaris;;
Repbäcken;20160818;Ytskrapning;3;Hundäxing;Dactylis glomerata;;
Repbäcken;20160818;Ytskrapning;3;Kanadensiskt gullris;Solidago canadensis;;
Repbäcken;20160818;Ytskrapning;3;Kråkvicker;Vicia cracca;;
Repbäcken;20160818;Ytskrapning;3;Kvickrot;Elytrigia repens;;
Repbäcken;20160818;Ytskrapning;3;Liten blåklocka;Campanula rotundifolia;;
Repbäcken;20160818;Ytskrapning;3;Vildmorot;Daucus carota subsp. carota;;
Repbäcken;20160818;Ytskrapning;3;Palsternacka;Pastinaca sativa;;
Repbäcken;20160818;Ytskrapning;3;Poaceae;#N/A;Steril. Möjligen tuvtåtel.;
Repbäcken;20160818;Ytskrapning;3;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;3;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;3;Rödsvingel;Festuca rubra;;
Repbäcken;20160818;Ytskrapning;3;Röllika;Achillea millefolium;;
Repbäcken;20160818;Ytskrapning;3;Stormåra;Gallium mollugo;;
Repbäcken;20160818;Ytskrapning;3;Timotej;Phleum pratense;;
Repbäcken;20160818;Ytskrapning;3;Vanlig femfingerört;Potentilla argentea var. argentea;;
Repbäcken;20160818;Ytskrapning;3;Vit sötväppling;Melilotus albus;;
Repbäcken;20160818;Ytskrapning;3;Åkervädd;Knautia arvensis;;
Repbäcken;20160818;Ytskrapning;4;Finsk femfingerört;Potentilla intermedia;;
Repbäcken;20160818;Ytskrapning;4;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;4;Getväppling;Anthyllis vulneraria;;
Repbäcken;20160818;Ytskrapning;4;Gråbo;Artemisia vulgaris;;
Repbäcken;20160818;Ytskrapning;4;Gulsporre;Linaria vulgaris;;
Repbäcken;20160818;Ytskrapning;4;Kanadensiskt gullris;Solidago canadensis;;
Repbäcken;20160818;Ytskrapning;4;Kvickrot;Elytrigia repens;;
Repbäcken;20160818;Ytskrapning;4;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;4;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;4;Rödsvingel;Festuca rubra;;
Repbäcken;20160818;Ytskrapning;4;Vanlig femfingerört;Potentilla argentea var. argentea;;
Repbäcken;20160818;Ytskrapning;4;Vit sötväppling;Melilotus albus;;
Repbäcken;20160818;Ytskrapning;4;Åkervädd;Knautia arvensis;;
Repbäcken;20160818;Ytskrapning;5;Bockrot;Pimpinella saxifraga;;
Repbäcken;20160818;Ytskrapning;5;Flockfibbla;Hieracium umbellatum;;
Repbäcken;20160818;Ytskrapning;5;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;5;Getväppling;Anthyllis vulneraria;;
Repbäcken;20160818;Ytskrapning;5;Gulsporre;Linaria vulgaris;;
Repbäcken;20160818;Ytskrapning;5;Kanadensiskt gullris;Solidago canadensis;;
Repbäcken;20160818;Ytskrapning;5;Kråkvicker;Vicia cracca;;
Repbäcken;20160818;Ytskrapning;5;Käringtand;Lotus corniculatus;;
Repbäcken;20160818;Ytskrapning;5;Palsternacka;Pastinaca sativa;;
Repbäcken;20160818;Ytskrapning;5;Prästkrage;Leucanthemum vulgare;;
Repbäcken;20160818;Ytskrapning;5;Rödklöver;Trifolium pratense;;
Repbäcken;20160818;Ytskrapning;5;Rödsvingel;Festuca rubra;;
Repbäcken;20160818;Ytskrapning;5;Röllika;Achillea millefolium;;
Repbäcken;20160818;Ytskrapning;5;Stormåra;Gallium mollugo;;
Repbäcken;20160818;Ytskrapning;5;Vanlig femfingerört;Potentilla argentea var. argentea;;
Repbäcken;20160818;Ytskrapning;5;Vildmorot;Daucus carota subsp. carota;;
Repbäcken;20160818;Ytskrapning;5;Vit sötväppling;Melilotus albus;;
Repbäcken;20160818;Ytskrapning;5;Åkervädd;Knautia arvensis;;
Repbäcken;20160818;Ytskrapning;6;Asteraceae;#N/A;;
Repbäcken;20160818;Ytskrapning;6;Bockrot;Pimpinella saxifraga;;
Repbäcken;20160818;Ytskrapning;6;Flockfibbla;Hieracium umbellatum;;
Repbäcken;20160818;Ytskrapning;6;Färgkulla;Cota tinctoria;;
Repbäcken;20160818;Ytskrapning;6;Getväppling;Anthyllis vulneraria;;
